name,kind,gradient_noise,drift_per_step,amplitude,period,jump_interval,method,seed,dim,condition_number,tail_mse,tail_regret,tail_p90_error,phase_lag_steps,time_to_recovery
linear_slow,linear,0.02,0.002,0.0,0,0,Adam,1005,20,5.0,0.0011616399246041362,0.0014217433530828816,0.04057991076044524,,
linear_slow,linear,0.02,0.002,0.0,0,0,AMSGrad,1005,20,5.0,0.0003935790154008102,0.0004980303344730563,0.023413064032145735,,
linear_slow,linear,0.02,0.002,0.0,0,0,SGD,1006,20,5.0,0.0004096119163243847,0.00041479323968811695,0.022812390705628818,,
linear_slow,linear,0.02,0.002,0.0,0,0,HeavyBall,1006,20,5.0,0.0008248215011052871,0.0009823338889757697,0.03484408402837847,,
linear_slow,linear,0.02,0.002,0.0,0,0,Nesterov,1006,20,5.0,0.0005123142784703155,0.0005683097509335377,0.02826395477967967,,
linear_slow,linear,0.02,0.002,0.0,0,0,Adam,1006,20,5.0,0.0011798294501332437,0.0014684601109160899,0.04222757403786091,,
linear_slow,linear,0.02,0.002,0.0,0,0,AMSGrad,1006,20,5.0,0.0005056722386611572,0.0006216274021976606,0.02786743804815807,,
linear_slow,linear,0.02,0.002,0.0,0,0,SGD,1007,20,5.0,0.00039391141233026264,0.0004245102934535194,0.022736138799523603,,
linear_slow,linear,0.02,0.002,0.0,0,0,HeavyBall,1007,20,5.0,0.0007851751047957486,0.0009697288701782781,0.03311661564383475,,
linear_slow,linear,0.02,0.002,0.0,0,0,Nesterov,1007,20,5.0,0.0004978499162894964,0.000573066120654815,0.026451143043235804,,
linear_slow,linear,0.02,0.002,0.0,0,0,Adam,1007,20,5.0,0.0011269887244380037,0.0013663295669565096,0.040056197596952454,,
linear_slow,linear,0.02,0.002,0.0,0,0,AMSGrad,1007,20,5.0,0.00043222457881364365,0.0005575141284056163,0.025671850353947603,,
linear_slow,linear,0.02,0.002,0.0,0,0,SGD,1008,20,5.0,0.00042054612573655793,0.0004333006449097452,0.023923385979082452,,
linear_slow,linear,0.02,0.002,0.0,0,0,HeavyBall,1008,20,5.0,0.0008851525549155486,0.001062749826648063,0.03622702639948987,,
