path_kind,dim,method,metric,queries,mean,std,ci_low,ci_high,runs
linear,10,CoordinateCentral,squared_error,3150.0,0.0006445570604834723,4.109403732837761e-05,0.0006298517480839807,0.000659262372882964,30
linear,10,CoordinateCentral,squared_error,3200.0,0.0005997329539561994,3.786388992548648e-05,0.0005861835349598394,0.0006132823729525593,30
linear,10,CoordinateCentral,squared_error,3250.0,0.0006465305856647488,4.433196459954801e-05,0.0006306665958720161,0.0006623945754574814,30
linear,10,CoordinateCentral,squared_error,3300.0,0.0005920790651416927,4.2327525615044154e-05,0.0005769323546276376,0.0006072257756557478,30
linear,10,CoordinateCentral,squared_error,3350.0,0.0006340444248097481,4.256910333057347e-05,0.0006188112668204248,0.0006492775827990713,30
linear,10,CoordinateCentral,squared_error,3400.0,0.0005966239908190807,3.925698817096042e-05,0.0005825760580179276,0.0006106719236202337,30
linear,10,CoordinateCentral,squared_error,3450.0,0.0006358414168020257,4.447138437254546e-05,0.0006199275362842661,0.0006517552973197853,30
linear,10,CoordinateCentral,squared_error,3500.0,0.0005966316198731042,3.814806517516055e-05,0.0005829805100696506,0.0006102827296765578,30
linear,10,CoordinateCentral,squared_error,3550.0,0.0006370194768229976,3.963431089494139e-05,0.000622836520819154,0.0006512024328268412,30
linear,10,CoordinateCentral,squared_error,3600.0,0.0006005359627764997,3.5490122156407034e-05,0.0005878359856670301,0.0006132359398859694,30
linear,10,CoordinateCentral,squared_error,3650.0,0.000642628275423163,4.16848069856599e-05,0.0006277115588168504,0.0006575449920294756,30
linear,10,CoordinateCentral,squared_error,3700.0,0.0006050457221931355,4.684449796308881e-05,0.0005882826338832683,0.0006218088105030027,30
linear,10,CoordinateCentral,squared_error,3750.0,0.0006463575964697196,5.007239122891149e-05,0.0006284394213893112,0.000664275771550128,30
linear,10,CoordinateCentral,squared_error,3800.0,0.0006101636627364154,4.643886145624784e-05,0.0005935457295863118,0.0006267815958865189,30
linear,10,CoordinateCentral,squared_error,3850.0,0.0006480598946685079,4.420518742353666e-05,0.000632241271505573,0.0006638785178314428,30
